content,owner,noteable_id,noteable_type,noteable_name,created_at,id,noteable_company_name,noteable_first_name,noteable_last_name,updated_at
"Conducted QBR, interested in optimization

Building proposal for optimization now",Jessica Jacobs,3892155,Deal,Hotwire - SCA - Hotel - OP - List Page,2014-07-31T16:43:15Z,20530453,,,,2014-07-31T16:43:15Z
"At QBR, interest expressed in PPA:

1. Can Hotwire advertise their opaque listings? (A: No. On roadmap for Q2 2015, but probably not then either)

2. Can they get access to the data feed and the particular set of pricing information they want (e.g., High, Mid, and Low for each property)",Jessica Jacobs,4033243,Deal,Hotwire - PPA - Hotel - List Page,2014-07-31T16:46:45Z,20530552,,,,2014-07-31T16:46:45Z
Work being done by Expedia to enable test measurement on our side (8/5/2014),Jessica Jacobs,3892128,Deal,Expedia.com - SCA - Hotel - OP - List Page,2014-08-05T16:14:08Z,20933072,,,,2014-08-05T16:14:08Z
"Raina getting married in June 2015 in Bend, OR. Set reminder to send wedding gift at end of May",Jessica Jacobs,65071711,Contact,,2014-08-07T12:53:29Z,21004390,"",Raina,Mrozzek,2014-08-07T12:53:29Z
Waiting to hear back from Jason and team on financial estimates,Jessica Jacobs,3892087,Deal,BookIt.com - SSN - Hotel - OP - List Page,2014-08-07T14:01:34Z,21008329,,,,2014-08-07T14:01:34Z
"Launch delayed due to technical issue on KAYAK side - something related to a Microsoft ""bug""",Jessica Jacobs,3892213,Deal,KAYAK - SCA - Flight - IE11 XU Overlay,2014-08-07T14:03:19Z,21008472,,,,2014-08-07T14:03:19Z
"Data team building new reporting functionality in tableau to help enable easy reporting for this test. Work targeted to be complete week of 8/19
",Jessica Jacobs,3892128,Deal,Expedia.com - SCA - Hotel - OP - List Page,2014-08-07T14:05:30Z,21008517,,,,2014-08-07T14:05:30Z
"8/7 Conducted Call with Dan and Raina

Dan expressed interest and moving forward with MVT and wants to move quickly.

Next steps are to:
- JJ to send DR mocks from QBR
- JJ to confirm when we could slot this into easy- MVT queue
- DR to send JJ design guidelines and preferred traffic share",Jessica Jacobs,3892155,Deal,Hotwire - SCA - Hotel - OP - List Page,2014-08-07T20:03:31Z,21027307,,,,2014-08-07T20:03:31Z
Stewart solved our technical challenges; should be able to go forward shortly,Jessica Jacobs,3892207,Deal,KAYAK - SCA - Flight - Tablet XU,2014-08-07T20:07:15Z,21027502,,,,2014-08-07T20:07:15Z
"KAYAK work will be done end of August. Ingrid wants to structure the test into three buckets:

1. Control
2. Fully replacing Google (all 3 placements to IM)
3. Partially replacing Google (only 1 or 2 placements going to IM)

This requires them passing us an additional parameter. ",Jessica Jacobs,3892217,Deal,KAYAK - SCA - Flight - OP - List Page Backfill,2014-08-07T20:09:26Z,21027536,,,,2014-08-07T20:09:26Z
"KAYAK open to being creative with placemetns (e.g. single advertiser, etc) in order to juice monetization. Wants to hear our most creative ideas on how to succeed. They do not sell this placement internally today, so we have full reign.",Jessica Jacobs,3892212,Deal,KAYAK - SCA - Flight - Mobile App,2014-08-07T20:11:19Z,21027570,,,,2014-08-07T20:11:19Z
"KAYAK open to being creative with placemetns (e.g. single advertiser, etc) in order to juice monetization. Wants to hear our most creative ideas on how to succeed. They do not sell this placement internally today, so we have full reign.",Jessica Jacobs,3892218,Deal,KAYAK - SCA - Hotel - Mobile App,2014-08-07T20:11:34Z,21027579,,,,2014-08-07T20:11:34Z
Mike Bernardi Product owner for the App,Jessica Jacobs,3892218,Deal,KAYAK - SCA - Hotel - Mobile App,2014-08-07T20:11:57Z,21027585,,,,2014-08-07T20:11:57Z
Mike Bernardi Product owner for the App,Jessica Jacobs,3892212,Deal,KAYAK - SCA - Flight - Mobile App,2014-08-07T20:12:15Z,21027590,,,,2014-08-07T20:12:15Z
"Currently experiencing tag issues

E.ca took down our tags from 50% of the traffic; need to determine next steps to proceed with the test",Jessica Jacobs,3892142,Deal,Expedia.ca - SCA - Flight - OP - List Page,2014-08-07T20:14:55Z,21027672,,,,2014-08-07T20:14:55Z
"Launch tentatively scheduled for Monday, Aug 11",Jessica Jacobs,3892213,Deal,KAYAK - SCA - Flight - IE11 XU Overlay,2014-08-07T22:03:02Z,21030677,,,,2014-08-07T22:03:02Z
"For Expedia.ca On Page Flights Test: Tags still not back up and still working on a potential fix; however, Raina willing to provide us read outs of transaction impact whenever we request it. And understands the issue that the model will be degraded. ",Jessica Jacobs,64116451,SalesAccount,,2014-08-11T19:56:18Z,21157766,"Expedia, Inc.",,,2014-08-11T19:56:34Z
Confirmed from Ronak that decline in PVs due to binding issue that was rolled out across Expedia sites,Jessica Jacobs,3892166,Deal,Travelocity - SCA - Hotel - XU - List Page,2014-08-12T15:31:28Z,21214469,,,,2014-08-12T15:31:28Z
KAYAK Tablet integration work to begin in September,Jessica Jacobs,64266100,SalesAccount,,2014-08-18T14:31:41Z,21663739,KAYAK,,,2014-08-18T14:31:41Z
Tablet integration work to being 1st week of September,Jessica Jacobs,3892207,Deal,KAYAK - SCA - Flight - Tablet XU,2014-08-18T14:32:08Z,21663756,,,,2014-08-18T14:32:08Z
"Expedia Flights list page to be redesigned with thinner results cards.
50:50 test to begin ~ Sept. 9th and run for 2 weeks
Listings will be half as tall as today
Post broader roll out, may want to consider redesigning our intercards and / or moving them further down the page",Jessica Jacobs,64116451,SalesAccount,,2014-08-18T22:44:49Z,21680097,"Expedia, Inc.",,,2014-08-18T22:44:49Z
"Expedia Flights list page to be redesigned with thinner results cards.
50:50 test to begin ~ Sept. 9th and run for 2 weeks
Listings will be half as tall as today
Post broader roll out, may want to consider redesigning our intercards and / or moving them further down the page",Jessica Jacobs,3892127,Deal,Expedia.com - SCA - Flight - OP - List Page,2014-08-18T22:46:19Z,21680238,,,,2014-08-18T22:46:19Z
"According to Raina, TripAdvisor may have won the test. However, this may be influenced by the browsers covered. Need to work with Ronak to determine eCPMs by browser.

However, Raina suggested that when we roll out HV will be shown Exit Units powered by TripAdvisor (rather than no Exit Units, as we would typically have the arrangement. What do we do about this?",Jessica Jacobs,3997789,Deal,Expedia.com - SCA - Hotel - XU - Home Page,2014-08-19T15:29:09Z,21708686,,,,2014-08-21T13:19:32Z
Tag issue to be resolved on 8/20/14,Jessica Jacobs,3892142,Deal,Expedia.ca - SCA - Flight - OP - List Page,2014-08-19T15:46:45Z,21709259,,,,2014-08-19T15:46:45Z
"Spoke with Jason at Bookit.com and got some feedback on SSN:
+ not the product he needs for his group
+ still thinks it's a good opportunity for BookIt.com, in  general though
+ Jil & Jesse will be the deciders on whether to go forward with the product

Next steps:
- Sending Jason an email that he can forward to Jil & Jesse to get a call set up with them",Jessica Jacobs,64266078,SalesAccount,,2014-08-19T16:01:29Z,21709621,BookIt.com,,,2014-08-19T16:01:29Z
"Spoke with Jason at Bookit.com and got some feedback on SSN:
+ not the product he needs for his group
+ still thinks it's a good opportunity for BookIt.com, in  general though
+ Jil & Jesse will be the deciders on whether to go forward with the product

Next steps:
- Sending Jason an email that he can forward to Jil & Jesse to get a call set up with them",Jessica Jacobs,3892087,Deal,BookIt.com - SSN - Hotel - OP - List Page,2014-08-19T16:02:29Z,21709651,,,,2014-08-19T16:02:29Z
Raina proposing additional placements on Travelocity; success on placements in launch queue will help sell these through,Jessica Jacobs,64116451,SalesAccount,,2014-08-19T20:45:38Z,21726317,"Expedia, Inc.",,,2014-08-19T20:45:38Z
Got intel that KAYAK flights list page generates ~ $300 RPM,Jessica Jacobs,64266100,SalesAccount,,2014-08-21T17:29:09Z,21849952,KAYAK,,,2014-08-21T17:29:09Z
Karin creating udpated mocks to share post-feedback from product teams,Jessica Jacobs,3892155,Deal,Hotwire - SCA - Hotel - OP - List Page,2014-08-26T15:34:24Z,22035843,,,,2014-08-26T15:34:24Z
Need final approval of mocks from Raina before Angus / Ronak can write story,Jessica Jacobs,3892128,Deal,Expedia.com - SCA - Hotel - OP - List Page,2014-08-26T15:36:47Z,22036082,,,,2014-08-26T15:36:47Z
Able to be launched week of 8/25 with current advertiser set up,Jessica Jacobs,3892171,Deal,Travelocity.ca - SCA - Hotel - XU - List Page,2014-08-26T15:37:14Z,22036108,,,,2014-08-26T15:37:14Z
Birthday is Aug. 24,Jessica Jacobs,65071713,Contact,,2014-08-26T18:20:29Z,22043797,"",Dan,Reeder,2014-08-26T18:20:29Z
"In bound inquiry from Henrik on leveraging PPA to help transform the product experience of their Hotels path.

Following up with product meeting in next couple weeks",Jessica Jacobs,4033243,Deal,Hotwire - PPA - Hotel - List Page,2014-09-05T16:12:08Z,22715199,,,,2014-09-05T16:12:08Z
Campaigns were paused due to a reported 7% cannibaliazation rate (According to publisher).   Should reconnect in January with potential opportunities for growth and to see where publisher is at in terms of media opportunities.,Jonathan Naymark,64297337,SalesAccount,,2014-07-09T18:08:38Z,16908873,CheapAir,,,2014-07-13T12:22:31Z
"Fareportal is oriented around driving conversion; we have had difficulty connecting with them about media opportunities.  Sam Jain, CEO, is very concerned with keeping conversion rate high above any significant media revenue.",Jonathan Naymark,64266092,SalesAccount,,2014-07-09T18:14:08Z,16908987,Fareportal,,,2014-07-09T18:14:08Z
"High Level Publisher Summary:
- Contracted with AirTkt to run Exit Units and On Page ads on the flight path in May, 2014
- Ad units were never launched pending UI upgrade to AirTkt site; UI never completed
- Advertiser-side controversy, wherein AirTkt accused another advertiser (JustAirTicket) of stealing corporate information",Jonathan Naymark,64266074,SalesAccount,,2014-07-10T14:51:36Z,16935048,AirTkt.com,,,2014-07-10T14:51:36Z
"Phone call with Josh Skoko, Joe Lima, Jonathan Naymark and Patrick Quinn - July 16, 2014:
1) Share Trips site redesign is expected mid September; ShareTrips to share site redesign mockups with Patrick and Jonathan as necessary - there should be no impact on ad serving or take-aways on our end, as ShareTrips is an API partner. 
2) Logo utilization in ad units - as of right now there are no advertising partners logos in ad units; Patrick will share logos with Share Trips so that they can render the logos in each advertisement. Share Trips and Intent Media will share information on impact of logos (ersus texts) on click throughs.  
3) Share Trips is currently ramping up traffic - should see around 6,000 unique visits a day
4) Intercard - ShareTrips would like to test the PPA Intercard ad unit; however, product is not finalized, we need more time to test function (currently in test mode on Cheap Tickets)
5) Internationalization - Share Trips would like to start rendering ads on ShareTrips.co.uk. We can facilitate that; however, no action required for two weeks.  
6) Share Trips to be in NYC area as of August 5th.  JN to facilitate meeting 

No major action items at this time. ",Jonathan Naymark,64266117,SalesAccount,,2014-07-16T19:19:36Z,17722858,ShareTrips,,,2014-07-17T17:04:56Z
"July 15, 2013 - Tara emailed re. outstanding payments.  She is confused re. our payment schedule.

JN, with support from finance, has scheduled a call with her to discuss and walk through payment schedules.  ",Jonathan Naymark,64868967,Contact,,2014-07-16T23:54:20Z,17778517,"",Tara,Gay,2014-07-16T23:54:20Z
"Partner Transition Notes: Vayama and Budget Air small  partners were one of original SCA partners we have unfortunately let them fall by the wayside. Originally had rail and intercard placement on Vayama, removed interacrd placement and only has left rail as a result monetization has faltered. Largest opportunity is to re-engage, add back intercard (on Vayama) and see about Exit Units on both BudgetAir and Vayama.

AIr Trade is owned by a larger European holding company that has significant holdings in travel sites across Europe. Budget Air has quite a large audience in Europe (3M viewers).  ",Jonathan Naymark,64266075,SalesAccount,,2014-07-21T15:52:03Z,19805178,AirTrade,,,2014-07-21T15:52:03Z
"Tags Removed July 15. Fixed July 17. Traffic is back to normal as of July 18.

No reason given from Ori.
",Jonathan Naymark,64266094,SalesAccount,,2014-07-22T01:31:42Z,19826971,Gogobot,,,2014-07-22T01:34:09Z
"Intercard is not launched, in process of pitching to increase Gross Media from pub.",Jonathan Naymark,3892186,Deal,Gogobot - SCA - Hotel - OP - List Page,2014-07-22T01:35:33Z,19826999,,,,2014-07-22T01:35:33Z
"Outtage on Saturday (at 6PM); July 19. 

July 21 Rational: ""One of our marketing vendors turned on some traffic from international sources that we cant support as we display in USD only. We had to pause traffic Saturday until this could be resolved. We are hoping to regain traffic some time today.""",Jonathan Naymark,64266117,SalesAccount,,2014-07-22T01:41:04Z,19827030,ShareTrips,,,2014-07-22T01:41:04Z
"Campaign paused at request of CheapAir. They were concerned with cannibalization. Internal records showed that we caused a 7% drop in conversion.
",Jonathan Naymark,3997784,Deal,CheapAir - SCA - Flight - OP - List Page,2014-07-22T11:55:20Z,19837648,,,,2014-07-22T11:55:20Z
"Tried to re-engage Suny (Via phone call): July10. Phone call included Danny and Rudan and Suny from AirTkt. Suny agreed to once again turn on the ads and Danny re-sent integration documentation; however, we have not heard back from Suny post being sent integration docs (July 11). ",Jonathan Naymark,64266074,SalesAccount,,2014-07-22T12:08:43Z,19837853,AirTkt.com,,,2014-07-22T12:09:23Z
"Email sent to Suny on July 11:

Suny,
Was nice to chat with you today. We're looking forward to adding AirTkt.com into our partner network.

Based on our conversation earlier today here are the following steps before we can complete launch:

1) Choose Location for Rail and Intercard Placements

Rail Placement: based on your new interface we recommend that our Rail Ad Unit is positioned above the ""Change Flight Search"" search box.  This will allow consumers to see it as they scroll down but it will not impact the overall design.   

Intercard Placement: From our experience the higher Intercard placement the greater the interaction rate.  Based on the Rail placement above we recommend that the Intercard be placed after the first two listings on the search result page.  This should give the Intercard some distance from the Rail placement and attract a different set of eyeballs.  

Attached are mock-ups of both recommended placements.  

Once a decision is made on placement the tech requirements are relatively straightforward:

2) Migrate IM Tag and Divs to Production
Amit had actually completed all necessary development work to serve ads in your testing environment back in January. For us to start serving ads, we will need your team to migrate our tag and div elements from the test environment to production.

Danny, cc'd, will follow-up tomorrow with updated integration documents.

Please let us know when you are ready for us to turn ads on!

Looking forward to working together on this initiative
",Jonathan Naymark,64266074,SalesAccount,,2014-07-22T12:09:36Z,19837860,AirTkt.com,,,2014-07-22T12:09:36Z
Intercard Remove ,Jonathan Naymark,3892045,Deal,Vayama - SCA - Flight - OP - List Page,2014-07-22T15:23:14Z,19851823,,,,2014-07-22T15:23:14Z
"We are still having logo back and forth re. logos on Share Trips.  

High level:
- Share Trips would like to show advertiser logos on ShareTrips existing site - at one they offered to ""take logos off of kayak"" if Intent Media didn't send over logos
- Internal concerns: existing user experience on drop down button is bad; it covers part of below the button ad unit. We are concerned with advertiser blow back if they see their logos being utilized on existing implementation.
- This was communicated to Share Trips (See email below); as a result Share Trips has agreed to remove the drop down button from their site 
- Action item: Intent Media to provide logos to Share Trips

Email (July 24)
Hey Josh,
Thanks for your note. I have had the chance to speak internally on logos and can provide an update. All advertiser logos shown in any Intent Media product require approval (regardless of whether they are being used in an API product or not). The logo sizes you requested would require an entirely new approval process. We would have to go through an approval process regardless of size because we as of yet have not shown logos in any PPA ad unit. Though you are using our API - it is against guidelines to grab logos from Kayak.  

Any advertiser outreach would require us to share screenshots of your current implementation. As mentioned we have concerns with how the Capture the Button drop down works on ShareTrips and would prefer not to cause advertiser blow back by drawing attention to the current UX. Advertiser support of the network is critical to its long term success. 

We understand the desire to include advertiser logos on ShareTrips and I know everyone here is interested in seeing lift associated with logos (it will be a great test and learning opportunity for us!); however, it would be best that we move any logo implementation and testing to your new design.  That gives us 8 weeks to go through a proper approval process. 

I've cc'd Derek Kuhl who is our VP of Advertiser Sales - am happy to organize a call with us if you want to discuss our concerns live. 

Thanks,
",Jonathan Naymark,64266117,SalesAccount,,2014-07-27T15:33:09Z,20218265,ShareTrips,,,2014-07-27T15:33:09Z
"Tara @ Oversee had written us concerned that we had missed payments and generally confused about our payment structure.

Below is email sent back to Tara that outlines how our payment structure works (This email is also saved as a Google Word Doc)

Hi Tara,
I wanted to clarify some of your questions regarding payments to Oversee from Intent Media.  Our goal is to pay publishers 90 days after the close of the month in which the clicks are received.  

This means that we handle payments as follows:

We bill all advertisers at the beginning of the month after advertisements are run. Advertisers are subsequently given a month to pay an invoice.  This means that advertiser payments are due to Intent Media one month after the end of the month in which they were run. We then reconcile payments throughout the month that payments are due. 

We pay our publishers 30 days after the close of the month in which payments are due.  This 30 days is referenced in Section 5a) of our contract; specifically: ""Intent Media shall pay Publisher the percentage of Net Revenues, as set forth in Section 3 of Exhibit A, within (30) days after the end of each calendar month during which Net Revenues are actually received by Intent Media.""

What this means in actuality:
1) For April clicks, advertisers are billed at the beginning of May;
2) Advertiser payments to Intent Media are due at the beginning of June;
3) We reconcile payments throughout the month of June;
4) We then pay publishers on July 30th for April clicks  [The July 2nd email you received from Rudan outlining payment values actually reflected payment for March clicks and should have been sent out on June 30th].

This means that you have actually not received a payment from Intent Media for your April clicks.  According to our Finance Department your April click check (which you will receive at the end of July) should be valued at approximately $7,000; you will receive an email from me on July 30th with specific totals.  This brings your total publisher payment to $24,000 and this matches the ""total expected"" payments per your accrual file if you count clicks and payments from October to end of April.  The end of July check also marks a payment for the 7th month of our partnership (aka payment for clicks made between October and the end of April).  

What I think has confused us both, however, is that we have sent you 7 checks so far and our July 30th check will be the 8the check you've received from us (even though it will be for 7 months of clicks).  The reason for this is a small nuance in our payment system: sometimes we DO receive payments from advertisers before the end of the 30 day payment period.  Because of the way our finance system is set up (as a rolling payment system) we will cut checks to publishers if we receive payment on their behalf during the time period in which it is received. What this means is if we billed a publisher for an October click in early November and they paid us in November, you would have received payment at the end of December.  This is what happened in your situation - you received an $87 payment in December.

Does this help?  Happy to get on the phone to further discuss this afternoon.  I also created the attached excel file which I think should clarify any timelines. 

We can also add this as an agenda item to our meeting which is scheduled for the 28th.  Hope this clears up any confusion. 

Cheers,

Jonathan ",Jonathan Naymark,64266111,SalesAccount,,2014-07-27T15:46:30Z,20218279,Oversee.net,,,2014-07-27T15:46:30Z
"Share Trips would like to test an exit overlay on their existing site.  This product would be a blend of both meta (PPA) and a SCA implementation: there would be a property based compare tool at the top half of the Exit Unit, combined with a city specific search compare tool below that.  In order for us to proceed we will have to amend our current contract as well as provide them access to the SCA API. ",Jonathan Naymark,4185080,Deal,ShareTrips - SCA - Hotel - XU,2014-07-30T19:04:57Z,20360912,,,,2014-07-30T19:04:57Z
"Tags removed again over the weekend (July 25 - July 27).  It appears as if they are back up - as interaction rates have appeared to normal.  There appears to be some confusion on their end as to whether the Exit Units were Home Page or List Page XU's.  Danny has been emailing back and forth with them.  See email chain below.

~~~~~~~~~~~~~~~~~~~~

Hi Eduardo,

Sorry for the confusion.  When we originally launched, it was with the list page exit units only.  We can definitely support the home page exit units, but we're not set up for that as of now.

In order to support the home page exit unit, you will need to set the page_id parameter in the IntentMediaProperties object when the user lands on the home page, and then set the remaining parameters when the user clicks the search button, in addition to calling the fill_ext_unit function.

Once you've completed the remaining work on your end (populating the page_id parameter when the page loads), we can schedule the work on our end to support the home page exit units.

Thanks.
-Danny


On Mon, Jul 28, 2014 at 2:30 PM, Eduardo Sasso <eduardo@gogobot.com> wrote:
Hi Danny,

On the home page I have this code when the user clicks on the search button:

if (window.IntentMedia && IntentMedia.fill_exit_unit) {
  IntentMedia.fill_exit_unit();
}

The problem is that IntentMedia.fill_exit_unit() never gets executed.

Inspecting the ""if"" clause I see that IntentMedia.fill_exit_unit returns undefined. 

Am I missing something?

Thanks.



On Mon, Jul 28, 2014 at 10:08 AM, Daniel Ackerman <daniel.ackerman@intentmedia.com> wrote:
Hi Ori,

I've now blacklisted the class metasearch_featured which looks to include the entire Select box.

Please test and let me know if you can confirm that the exit unit is no longer opening when clicking on those elements.

Thanks!
-Danny


On Mon, Jul 28, 2014 at 1:00 PM, Ori Zaltzman <ori@gogobot.com> wrote:
Chrome was blocking opening new windows to the OTAs when clicking SELECT or the other providers below it. Can you verify that those are blacklisted before we turn you back on?
 


Best,
Ori Zaltzman 

Founder & CTO, gogobot.com
ori@gogobot.com
408.505.1775
Follow me on Gogobot



Follow us on Facebook and Twitter


On Mon, Jul 28, 2014 at 5:33 AM, Daniel Ackerman <daniel.ackerman@intentmedia.com> wrote:
Hi Ori and Eduardo,

Thank you for the videos and the detailed explanations.

On the home page, the exit unit will only open when you call our fill_exit_unit function.  However, on the list page, we proactively bind to various elements on the page, and we open automatically when the user clicks on one of these elements.  We blacklist elements that the exit unit may interfere with, such as elements that open other pop-up or pop-under windows.

Lastly, I was looking at the data, and it seems that we have not had any ad calls for the exit unit since 7/24.  I looked at the page_id parameter being set on the list page, and it's set to hotel.list_page.  We are looking for the page_id on that page to be set to hotel.list.  Can you modify this parameter and let me know once it's done and I can validate that everything is working correctly?

Please let me know if you have any additional questions about the pop-under methodology.

Thanks!
-Danny


On Thu, Jul 24, 2014 at 8:07 PM, Ori Zaltzman <ori@gogobot.com> wrote:
Hi David,

The problem we were experiencing in the last 3 days was Chrome blocking popup when the user selected one of the providers. the reason was that we were opening a new tab and your script tried to open the popunder at the same time. The pop-under is not supposed to trigger on that event (user selecting one of the room options). It should be triggered on the initial search by inputing dates.



Best,
Ori Zaltzman 

Founder & CTO, gogobot.com
ori@gogobot.com
408.505.1775
Follow me on Gogobot



Follow us on Facebook and Twitter


On Thu, Jul 24, 2014 at 3:45 PM, Eduardo Sasso <eduardo@gogobot.com> wrote:
Hi Danny,

I've created two quick videos to demonstrate the problem we are having.

IntentMediaPop - Shows the Intent Media pop-under getting triggered without us calling IntentMedia.fill_exit_unit() anywhere in the codebase (note that I click on the big ""Select"" link)

IntentMediaNoPop - Shows the expected flow without any Intent Media pop-under window (note the click on the small hotel link)

Digging into your JS files that get injected in our site I see this: (Images attached)

IntentMedia.exit_unit_dynamic_blacklist = ["".checkRatesBtn"","".checkRatesList""];
-- this seems to validate why the popup doesn't show when I click on the link that has the class "".checkRatesList"" on the IntentMediaNoPop video but shows If I click ""Select"" on the IntentMediaPop video.

IntentMedia.DISABLE_AUTORUN = false;
-- DISABLE_AUTORUN seems self explanatory, Shouldn't this be true?

I was able to reproduce this on Chrome, Safari and Opera both on Windows and Mac.

Let me know if you need more info.

Thanks.



On Thu, Jul 24, 2014 at 1:52 PM, Ronak Daya <ronak.daya@intentmedia.com> wrote:
Hi Eduardo,

Removing my gmail and adding Danny, who manages Gogobot from the Intent team.

We show only pop-under windows and not pop-ups. There is no reason our unit should pop from the homepage without the function being called.

Can you provide more details on what page and browser this is happening on and Danny can help you?

— 
Regards,
Ronak 
______________________________________ 
Ronak Daya
Product Manager, Intent Media, Inc.
ronak.daya@intentmedia.com  l  o: +1 646 358-1233  l  m: +1 732 306-4729




From: Eduardo Sasso eduardo@gogobot.com
Reply: Eduardo Sasso eduardo@gogobot.com
Date: July 24, 2014 at 4:30:19 PM
To: ronak.daya@gmail.com ronak.daya@gmail.com, Ori Zaltzman ori@gogobot.com
Subject:  Questions about Intent Media on Gogobot 

Hi,

I'm trying to fix a few bugs on our site related to Intent Media Ads specially the one that opens a popup window.

What is happening is that the popup window is showing up inadvertently without us triggering it using the code IntentMedia.fill_exit_unit();

Do you know how that could happen?

Thanks.

Eduardo

",Jonathan Naymark,64266094,SalesAccount,,2014-07-31T16:37:30Z,20530319,Gogobot,,,2014-07-31T16:37:30Z
"Share Trips created a new Exit Overlay placement (July 28) - email in reply to them. New placement was created without our knowledge.
~~~~~~~~
Hey Josh and Joe,
I saw the new exit overlay over on Monday and thought it would be a good time to reconnect about our API Guidelines and re-iterate that entirely new implementations and or placements require our approval. I am concerned that we're crossing a lot of wires and not moving the needle forward where we need to.

High Level:
1) Our API allows for experimentation in existing placements; however, we cannot automatically support entirely new placements on site (as you've done with the exit overlay). Any new placement requires our explicit approval (this is in our guidelines, which were amended to our contract); it is my understanding that this was already discussed a few months or so ago, but wanted to re-iterate. 

By exit overlay - I'm talking about this:
Inline image 1

Until we create an ad-ID and a new API call for this placement I think it makes sense to remove the exit overlay. Can you please confirm?

2) Our rationale for the above is two-fold:
a) New placements necessitate the creation of new ad ID's, and new API calls.  If we don't create a separate ad ID we can't examine separate results from the Exit Units versus other on-site placements. If we don't have the right data points we can't support product iteration and experimentation and track performance. 
b) Creating new ad ID's requires work on our end which impacts our resource utilization; resources on the PPA product are finite. If we don't have an organized queue of requests then we're liable to spend too much time spinning our wheels.  As an example - if we start working on the Exit Unit implementation this is going to push back our ability to support your request re. logos.

3) I also want to impress upon you how sensitive our advertiser relationships are.  While advertisers are supportive of the PPA product we need to be cognizant that the product is new to the market and we need to prove to advertisers that there is significant ROI. Any experimentation and or new implementation needs to be framed within the context of this advertiser sensitivity. Our goal is to grow our advertiser base, not frighten them. 

To further provide a bit of colour around this sensitivity - there has been a lot of advertiser blowback after ClickTripz and a hotel booking site showed meta-like ads ONLY when advertiser pricing was higher.  The incident outraged advertisers and we've been given a very short leash ever since. As a result there is a heightened sensitivity to where advertisements appear and how advertiser ads look (this is why we've been very cautious about logos). We're really trying to mitigate ANY risks or potential advertiser blowback and to be totally honest - we're going to be towing a really hard line with that.

4) If you think it would help - I am happy to set up a standing bi-weekly phone call (perhaps 10 minutes) where we can chat about some things you'd like to implement on site.  I can then work with Patrick to get these put into an organized queue that meshes with our resource capabilities. 

I hope that with having myself as the conduit for your strategic ideas (which are awesome - we love the creativity and are excited to measure results!) we can create and test an awesome meta hotel product.  

I know we're meeting August 5th - but would love to chat beforehand so we can get start prioritizing what needs to get done and mesh this with your new site design.

Are you available at all tomorrow to chat? My schedule is pretty flexible from about 10 AM EST onwards.

Talk soon,
Jonathan
",Jonathan Naymark,64266117,SalesAccount,,2014-07-31T16:42:17Z,20530436,ShareTrips,,,2014-07-31T16:42:17Z
"Phone call with Josh - July 30, 2014

Call Agenda

1) API Guidelines - Reminded Josh that we needed to be aware of any new placements as per the API Guidelines, went through salient points of API Guidelines with Josh. 
2) Advertiser Sensitivity re. PPA Product - went through some of the ClickTripz situation and impressed upon Josh how important it was to maintain advertiser support of network. 
3) Exit Overlay Options - discussed the possibility of adding search compare options to the Exit Overlay along with a PPA meta option.  The goal would be to create an overlay that has a PPA top placement with a SCA ad unit underneath.  Share Trips suggested that they would perhaps use Booking Buddy as the SCA part of the ad unit. I offered to provide them with our SCA API.
4) Standing Meeting Appointment - we now have a weekly 10 minute phone call to discuss share trip updates and new placements.

Action Items:
1) Update contract to include SCA API (Noreen)
2) Create new ad ID for PPA (Patrick) 
3) Unlock SCA API (Angus)",Jonathan Naymark,64266117,SalesAccount,,2014-07-31T16:52:16Z,20530673,ShareTrips,,,2014-07-31T16:52:16Z
"Logos were sent to Josh and Joe with logo rules:

These logos cannot be resized
These logos must be displayed directly onto a pure white background; no backgrounds with colors, even gray ones.
Logos colors cannot be changed or edited
Ad units must be designed such that all advertisers are displayed using logos, or no advertisers are displayed using logos.
Advertisers must be displayed with the same size logo (""large"", ""small"", or ""favicon"" size), although the actual pixel sizes of those logos tends to vary slightly 
Logo sizes cannot be mixed for an ad unit
Care must be taken to ensure the amount of space 'reserved' for each logo is equal, even though the actual sizes of logos may differ from advertiser-to-advertiser. We recommend 'reserving' a space as big as the largest advertiser's logo, and aligning the other advertiser logos within that space",Jonathan Naymark,64266117,SalesAccount,,2014-07-31T19:23:24Z,20535984,ShareTrips,,,2014-07-31T19:23:24Z
"ClicksCo Kick Off Meeting.
They are interested in the following placements:
1) iFC
2) XU
3) Rail

They are unsure if they would like to use the API or the Javascript implementation. 
Follow-ups:
1) discuss queue opportunities and timelines internally
2) Noreen to follow-up with PPA contract
3) Noreen to add cure period to contract - this is something we should extend to all API contracts

See meeting notes:
https://docs.google.com/a/intentmedia.com/document/d/1DQ8k42QC0dnX1mqPo0YiQfon7E51KFIvA3zT-OBIcyQ/edit",Jonathan Naymark,64266084,SalesAccount,,2014-08-05T14:25:30Z,20929628,Clicksco,,,2014-08-05T14:46:11Z
"Phone call with Josh Skoko and Jonathan Naymark - July 30
Call to discuss adding SCA to XU, API Guidelines and go forward working relatonship.  

Notes here: 
https://docs.google.com/a/intentmedia.com/document/d/1bipwCt6fdMs-U2VY6OJqf1iVTWtAvbz23XG8mlGNeqk/edit",Jonathan Naymark,64266117,SalesAccount,,2014-08-05T15:20:43Z,20931124,ShareTrips,,,2014-08-05T15:20:43Z
