Plan Version,Placement,Category,Region,Country,Pub Tier,Deal Owner,Publisher,Site,Product,Path,Ad Unit Type,Close Date,Close Year,Close Quarter,Close Month,# of Placement-Level Deals Closed (Prob. Adj.),Adj. Launch Date,Launch Year,Launch Quarter,Launch Month,# of Placement Launches (Prob. Adj.),Non-Prob. Adj. Scope ($),Probability,Date,Monthly Revenue,FY2015E ($),FY2015E Exit Run rate ($),Avg. monthly launches
Operating,EMEA Hotels SCA Lite Exit Unit,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Hotel,SCA,Hotel,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA Hotels SCA Lite Search Form,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Hotel,SCA,Hotel,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA Hotels SCA Lite iFC,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Hotel,SCA,Hotel,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA Package SCA Lite On-Page,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA Package SCA Lite Exit Unit,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA Package SCA Lite Search Form,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA Package SCA Lite MFI,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,MFI,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA Package SCA Lite iFC,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA Car SCA Lite On-Page,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA Car SCA Lite Exit Unit,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA Car SCA Lite Search Form,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA Car SCA Lite MFI,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,MFI,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA Car SCA Lite iFC,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA SSN Hotels Lite,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SSN Hotel,SSN,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA SSN Hotels Packages,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SSN Package,SSN,Package,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,EMEA PPA Lite,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite PPA,PPA,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,8/1/15,0,0,0,
Operating,ebookers.com - SCA - Flight - OP - List Page,Installed Base,Europe,United Kingdom,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",ebookers,SCA,Flight,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,85422,1,9/1/15,15585,166776,199430,
Operating,KAYAK UK - SCA - Flight - XU - Home Page,Installed Base,Europe,United Kingdom,Major,Jessica Jacobs,KAYAK,KAYAK UK,SCA,Flight,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,108293,1,9/1/15,9499,100153,120478,
Operating,ebookers.com - SCA - Flight- XU - Home Page,Installed Base,Europe,United Kingdom,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",ebookers,SCA,Flight,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,173646,1,9/1/15,26538,279802,336582,
Operating,Hotwire UK - SCA - Hotel - OP - List Page,Installed Base,Europe,United Kingdom,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire UK,SCA,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,25929,1,9/1/15,1894,25642,29634,
Operating,Hotwire UK - SCA - Hotel - XU - List Page,Installed Base,Europe,United Kingdom,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire UK,SCA,Hotel,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,107856,1,9/1/15,6860,92154,106352,
Operating,KAYAK UK - SCA - Hotel - XU - Home Page,Installed Base,Europe,United Kingdom,Major,Jessica Jacobs,KAYAK,KAYAK UK,SCA,Hotel,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,71030,1,9/1/15,4517,60689,70039,
Operating,lastminute.com - SCA - Hotel - XU - List Page,Installed Base,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,SCA,Hotel,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,2464222,1,9/1/15,156723,2105475,2429856,
Operating,ebookers.com - SSN - Hotel - OP - List Page,Installed Base,Europe,United Kingdom,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",ebookers,SSN,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,21193,1,9/1/15,1541,23262,23262,
Operating,ebookers.com - PPA - Hotel - OP - List Page,Installed Base,Europe,United Kingdom,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",ebookers,PPA,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,25190,1,9/1/15,3697,50533,61998,
Operating,lastminute.com - PPA - Hotel - OP - List Page,Installed Base,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,PPA,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,446160,0.85,9/1/15,150243,1711372,2519297,
Operating,EMEA Flights SCA Strategic On-Page,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,35692,0,9/1/15,3354,35891,42918,
Operating,EMEA Flights SCA Strategic Exit Unit,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Flights SCA Strategic Search Form,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Flights SCA Strategic MFI,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,MFI,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Flights SCA Strategic iFC,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Hotels SCA Strategic On-Page,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Hotel,SCA,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,107138,0,9/1/15,7772,105207,121585,
Operating,EMEA Hotels SCA Strategic Exit Unit,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Hotel,SCA,Hotel,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Hotels SCA Strategic Search Form,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Hotel,SCA,Hotel,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Hotels SCA Strategic iFC,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Hotel,SCA,Hotel,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Package SCA Strategic On-Page,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Package SCA Strategic Exit Unit,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Package SCA Strategic Search Form,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Package SCA Strategic MFI,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,MFI,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Package SCA Strategic iFC,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Car SCA Strategic On-Page,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Car SCA Strategic Exit Unit,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Car SCA Strategic Search Form,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Car SCA Strategic MFI,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,MFI,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Car SCA Strategic iFC,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA SSN Hotels Strategic,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SSN Hotel,SSN,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA SSN Hotels Packages,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SSN Package,SSN,Package,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA PPA Strategic,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic PPA,PPA,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Flights SCA Lite On-Page,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Flights SCA Lite Exit Unit,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Flights SCA Lite Search Form,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Flights SCA Lite MFI,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,MFI,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Flights SCA Lite iFC,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Hotels SCA Lite On-Page,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Hotel,SCA,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Hotels SCA Lite Exit Unit,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Hotel,SCA,Hotel,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Hotels SCA Lite Search Form,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Hotel,SCA,Hotel,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Hotels SCA Lite iFC,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Hotel,SCA,Hotel,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Package SCA Lite On-Page,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Package SCA Lite Exit Unit,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Package SCA Lite Search Form,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Package SCA Lite MFI,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,MFI,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Package SCA Lite iFC,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Car SCA Lite On-Page,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Car SCA Lite Exit Unit,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Car SCA Lite Search Form,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Car SCA Lite MFI,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,MFI,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA Car SCA Lite iFC,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA SSN Hotels Lite,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SSN Hotel,SSN,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA SSN Hotels Packages,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SSN Package,SSN,Package,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,EMEA PPA Lite,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite PPA,PPA,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,9/1/15,0,0,0,
Operating,ebookers.com - SCA - Flight - OP - List Page,Installed Base,Europe,United Kingdom,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",ebookers,SCA,Flight,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,85422,1,10/1/15,16359,166776,199430,
Operating,KAYAK UK - SCA - Flight - XU - Home Page,Installed Base,Europe,United Kingdom,Major,Jessica Jacobs,KAYAK,KAYAK UK,SCA,Flight,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,108293,1,10/1/15,9905,100153,120478,
Operating,ebookers.com - SCA - Flight- XU - Home Page,Installed Base,Europe,United Kingdom,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",ebookers,SCA,Flight,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,173646,1,10/1/15,27672,279802,336582,
Operating,Hotwire UK - SCA - Hotel - OP - List Page,Installed Base,Europe,United Kingdom,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire UK,SCA,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,25929,1,10/1/15,1958,25642,29634,
Operating,Hotwire UK - SCA - Hotel - XU - List Page,Installed Base,Europe,United Kingdom,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire UK,SCA,Hotel,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,107856,1,10/1/15,7026,92154,106352,
Operating,KAYAK UK - SCA - Hotel - XU - Home Page,Installed Base,Europe,United Kingdom,Major,Jessica Jacobs,KAYAK,KAYAK UK,SCA,Hotel,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,71030,1,10/1/15,4627,60689,70039,
Operating,lastminute.com - SCA - Hotel - XU - List Page,Installed Base,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,SCA,Hotel,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,2464222,1,10/1/15,160536,2105475,2429856,
Operating,ebookers.com - SSN - Hotel - OP - List Page,Installed Base,Europe,United Kingdom,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",ebookers,SSN,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,21193,1,10/1/15,1537,23262,23262,
Operating,ebookers.com - PPA - Hotel - OP - List Page,Installed Base,Europe,United Kingdom,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",ebookers,PPA,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,25190,1,10/1/15,4096,50533,61998,
Operating,lastminute.com - PPA - Hotel - OP - List Page,Installed Base,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,PPA,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,446160,0.85,10/1/15,166445,1711372,2519297,
Operating,EMEA Flights SCA Strategic On-Page,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,35692,0,10/1/15,3520,35891,42918,
Operating,EMEA Flights SCA Strategic Exit Unit,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Flights SCA Strategic Search Form,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Flights SCA Strategic MFI,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,MFI,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Flights SCA Strategic iFC,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Hotels SCA Strategic On-Page,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Hotel,SCA,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,107138,0,10/1/15,8033,105207,121585,
Operating,EMEA Hotels SCA Strategic Exit Unit,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Hotel,SCA,Hotel,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Hotels SCA Strategic Search Form,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Hotel,SCA,Hotel,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Hotels SCA Strategic iFC,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Hotel,SCA,Hotel,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Package SCA Strategic On-Page,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Package SCA Strategic Exit Unit,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Package SCA Strategic Search Form,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Package SCA Strategic MFI,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,MFI,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Package SCA Strategic iFC,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Car SCA Strategic On-Page,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Car SCA Strategic Exit Unit,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Car SCA Strategic Search Form,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Car SCA Strategic MFI,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,MFI,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Car SCA Strategic iFC,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA SSN Hotels Strategic,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SSN Hotel,SSN,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA SSN Hotels Packages,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic SSN Package,SSN,Package,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA PPA Strategic,Installed Base,Europe,United Kingdom,Strategic,Jonathan Naymark,Unnamed,Strategic PPA,PPA,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Flights SCA Lite On-Page,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Flights SCA Lite Exit Unit,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,Exit Unit,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Flights SCA Lite Search Form,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,Search Form,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Flights SCA Lite MFI,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,MFI,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Flights SCA Lite iFC,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,iFC,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
Operating,EMEA Hotels SCA Lite On-Page,Installed Base,Europe,United Kingdom,Lite,Jonathan Naymark,Unnamed,Lite SCA Hotel,SCA,Hotel,On Page,Installed Base,Installed Base,4,,,Installed Base,,,,,0,0,10/1/15,0,0,0,
