Placement,Category,Region,Country,Pub Tier,Deal Owner,Publisher,Site,Product,Path,Ad Unit Type,Close Date,Close Year,Close Quarter,Close Month,# of Deals Closed,Adj. Launch Date,Launch Year,Launch Quarter,Launch Month,Non-Prob. Adj. Scope ($),Probability,FY2015E ($),FY2015E Exit Run rate ($),Monthly Revenue,Date
Hotels.com UK - SCA - Package - XU,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,Hotels.com,Hotels.com,SCA,Package,Exit Unit,6/30/15,2015,2,6,0,9/28/15,2015,3,9,30000,0.10,153,2400,5,9/1/15
Hotwire - PPA - Hotel - Details Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,PPA,Hotel,On Page,3/31/15,2015,1,3,0.8,6/29/15,2015,2,6,6220000,0.75,1939371,4665000,196731,9/1/15
Hotwire - PPA - Hotel - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,PPA,Hotel,On Page,3/31/15,2015,1,3,0.8,6/29/15,2015,2,6,4150000,0.75,1293954,3112500,131260,9/1/15
Hotwire - SCA - Car - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Car,On Page,4/2/15,2015,2,4,0.8,7/1/15,2015,3,7,1100000,0.75,253874,825000,28421,9/1/15
Hotwire - SCA - Car - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Car,Exit Unit,4/10/15,2015,2,4,0.8,7/9/15,2015,3,7,630000,0.75,108755,378000,12602,9/1/15
Hotwire - SCA - Flight - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Flight,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,2686935,1.00,974403,974403,79810,9/1/15
Hotwire - SCA - Flight - OP - MFI,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Flight,MFI,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,4208129,1.00,384929,0,0,9/1/15
Hotwire - SCA - Flight - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Flight,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,1128550,1.00,746799,828241,67839,9/1/15
Hotwire - SCA - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,1374146,1.00,967700,967700,64123,9/1/15
Hotwire - SCA - Hotel - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Hotel,Mobile Web,9/30/15,2015,3,9,0,12/29/15,2015,4,12,450000,0.10,138,45000,0,9/1/15
Hotwire - SCA - Hotel - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Hotel,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,2396948,1.00,1870720,2077805,137759,9/1/15
Hotwire - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Package,On Page,6/30/15,2015,2,6,1,9/28/15,2015,3,9,350000,0.50,17715,175000,583,9/1/15
Hotwire - SCA - Package - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Package,Exit Unit,6/30/15,2015,2,6,1,9/28/15,2015,3,9,610000,0.50,24700,244000,813,9/1/15
Hotwire UK - SCA - Hotel - OP - List Page,Installed Base,Europe,United Kingdom,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire UK,SCA,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,25929,1.00,23613,25858,1675,9/1/15
Hotwire UK - SCA - Hotel - XU - List Page,Installed Base,Europe,United Kingdom,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire UK,SCA,Hotel,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,107856,1.00,85976,105777,6829,9/1/15
Jetcost - SCA - Flight - Exit Unit,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,Bravofly Rumbo Group,Jetcost,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,25000,0.25,1602,5000,340,9/1/15
Jetcost - SCA - Flight - On Page,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,Bravofly Rumbo Group,Jetcost,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,30000,0.25,2023,7500,430,9/1/15
KAYAK - SCA - Car - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Car,On Page,4/30/15,2015,2,4,1,7/29/15,2015,3,7,137582,0.90,29441,123824,4128,9/1/15
KAYAK - SCA - Flight - iFC (pre-check),Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Flight,iFC,3/2/15,2015,1,3,1,5/31/15,2015,2,5,4050000,0.50,445228,2025000,87789,9/1/15
KAYAK - SCA - Flight - Mobile App,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK Mobile App,SCA,Flight,Mobile App,12/1/14,2014,4,12,1,3/1/15,2015,1,3,290000,0.90,180523,261000,21378,9/1/15
KAYAK - SCA - Flight - OP - List Page Backfill,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Flight,On Page,11/3/14,2014,4,11,0.8,2/1/15,2015,1,2,2200000,0.75,1033192,1650000,109673,9/1/15
KAYAK - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Flight,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,4291074,1.00,3522210,3906325,319955,9/1/15
KAYAK - SCA - Flight - XU - Tablet,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Flight,Mobile Web,3/2/15,2015,1,3,1,5/31/15,2015,2,5,1300000,0.95,538804,1235000,101155,9/1/15
KAYAK - SCA - Flights - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Flight,Mobile Web,5/31/15,2015,2,5,1,8/29/15,2015,3,8,760000,0.80,118703,608000,24900,9/1/15
KAYAK - SCA - Hotel - Mobile App,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK Mobile App,SCA,Hotel,Mobile App,12/1/14,2014,4,12,1,3/1/15,2015,1,3,160000,0.90,101433,144000,9542,9/1/15
KAYAK - SCA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Hotel,On Page,8/2/15,2015,3,8,0,10/31/15,2015,4,10,694117,0.10,3474,69412,0,9/1/15
KAYAK - SCA - Hotel - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Hotel,Mobile Web,5/31/15,2015,2,5,1,8/29/15,2015,3,8,239470,0.80,32509,191576,6347,9/1/15
KAYAK - SCA - Hotel - XU - Home Page,Installed Base,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Hotel,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,1668184,1.00,1301949,1446072,95875,9/1/15
KAYAK - SCA - Hotel - XU - Tablet,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Hotel,Mobile Web,4/2/15,2015,2,4,1,7/1/15,2015,3,7,670000,0.70,155965,469000,16057,9/1/15
KAYAK - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Package,On Page,6/30/15,2015,2,6,1,9/28/15,2015,3,9,347059,0.90,31620,312353,1041,9/1/15
KAYAK - SCA - Package - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Package,Exit Unit,6/30/15,2015,2,6,1,9/28/15,2015,3,9,843919,0.90,61510,607622,2026,9/1/15
KAYAK - SSN - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SSN,Hotel,On Page,3/2/15,2015,1,3,0,5/31/15,2015,2,5,862043,0.10,32999,86204,5212,9/1/15
KAYAK - SSN - Hotel - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SSN,Hotel,Mobile Web,5/31/15,2015,2,5,0,8/29/15,2015,3,8,297405,0.10,5047,29741,985,9/1/15
KAYAK - SSN - Package - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SSN,Package,On Page,3/2/15,2015,1,3,0,5/31/15,2015,2,5,373552,0.10,14585,37355,2525,9/1/15
KAYAK CA - SCA - Flight - XU - List Page,Installed Base Growth,N. America,Canada,Major,Jessica Jacobs,KAYAK,KAYAK Canada,SCA,Flight,Exit Unit,11/3/14,2014,4,11,1,2/1/15,2015,1,2,122500,0.90,57990,88200,6633,9/1/15
KAYAK CA - SCA - Flights - XU - Home Page,Installed Base Growth,N. America,Canada,Major,Jessica Jacobs,KAYAK,KAYAK Canada,SCA,Flight,Exit Unit,11/4/14,2014,4,11,1,2/2/15,2015,1,2,122500,0.90,57803,88200,6633,9/1/15
KAYAK CA - SCA - Hotel - XU - List Page,Installed Base Growth,N. America,Canada,Major,Jessica Jacobs,KAYAK,KAYAK Canada,SCA,Hotel,Exit Unit,11/3/14,2014,4,11,1,2/1/15,2015,1,2,35000,0.90,17101,25200,1561,9/1/15
KAYAK CA - SCA- Hotel - XU - Home Page,Installed Base Growth,N. America,Canada,Major,Jessica Jacobs,KAYAK,KAYAK Canada,SCA,Hotel,Exit Unit,11/3/14,2014,4,11,1,2/1/15,2015,1,2,35000,0.90,17101,25200,1561,9/1/15
KAYAK UK - SCA - Car - OP - List Page,Installed Base Growth,Europe,United Kingdom,Major,Jessica Jacobs,KAYAK,KAYAK UK,SCA,Car,On Page,9/1/15,2015,3,9,0,11/30/15,2015,4,11,10000,0.10,18,1000,0,9/1/15
KAYAK UK - SCA - Car - XU,Installed Base Growth,Europe,United Kingdom,Major,Jessica Jacobs,KAYAK,KAYAK UK,SCA,Car,Exit Unit,9/1/15,2015,3,9,0,11/30/15,2015,4,11,20000,0.10,30,1600,0,9/1/15
KAYAK UK - SCA - Flight - OP - List Page,Installed Base Growth,Europe,United Kingdom,Major,Jessica Jacobs,KAYAK,KAYAK UK,SCA,Flight,On Page,3/2/15,2015,1,3,0,5/31/15,2015,2,5,130000,0.40,28484,52000,5361,9/1/15
KAYAK UK - SCA - Flight - XU - Home Page,Installed Base,Europe,United Kingdom,Major,Jessica Jacobs,KAYAK,KAYAK UK,SCA,Flight,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,108293,1.00,93772,120478,9499,9/1/15
KAYAK UK - SCA - Flight - XU - Tablet,Installed Base Growth,Europe,United Kingdom,Major,Jessica Jacobs,KAYAK,KAYAK UK,SCA,Flight,Mobile Web,4/30/15,2015,2,4,1,7/29/15,2015,3,7,90000,0.90,22337,81000,3317,9/1/15
KAYAK UK - SCA - Hotel - XU - Home Page,Installed Base,Europe,United Kingdom,Major,Jessica Jacobs,KAYAK,KAYAK UK,SCA,Hotel,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,71030,1.00,56621,69661,4497,9/1/15
KAYAK UK - SCA - Package - OP - List Page,Installed Base Growth,Europe,United Kingdom,Major,Jessica Jacobs,KAYAK,KAYAK UK,SCA,Package,On Page,11/30/15,2015,4,11,0,2/28/16,2016,1,2,30000,0.10,0,3000,0,9/1/15
KAYAK UK - SCA - Package - XU,Installed Base Growth,Europe,United Kingdom,Major,Jessica Jacobs,KAYAK,KAYAK UK,SCA,Package,Exit Unit,11/30/15,2015,4,11,0,2/28/16,2016,1,2,60000,0.10,0,4800,0,9/1/15
lastminute.com - PPA - Hotel - Mobile Web,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,PPA,Hotel,Mobile Web,12/1/14,2014,4,12,0.4,3/1/15,2015,1,3,2100000,0.35,677393,735000,62619,9/1/15
lastminute.com - PPA - Hotel - OP - Details Page,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,PPA,Hotel,On Page,11/17/14,2014,4,11,1,2/15/15,2015,1,2,1296672,0.90,1057523,1167005,89481,9/1/15
lastminute.com - PPA - Hotel - OP - List Page,Installed Base,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,PPA,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,446160,0.85,1711372,2519297,150243,9/1/15
lastminute.com - SCA - Flight - OP - Details Page,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,SCA,Flight,On Page,4/16/15,2015,2,4,0,7/15/15,2015,3,7,417000,0.10,13509,41700,1075,9/1/15
lastminute.com - SCA - Flight - OP - List Page,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,SCA,Flight,On Page,6/15/15,2015,2,6,0,9/13/15,2015,3,9,596000,0.10,7743,59600,922,9/1/15
lastminute.com - SCA - Flight - XU,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,SCA,Flight,Exit Unit,1/16/15,2015,1,1,0.4,4/16/15,2015,2,4,400000,0.35,85180,112000,13692,9/1/15
lastminute.com - SCA - Hotel - OP - Details Page,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,SCA,Hotel,On Page,1/16/15,2015,1,1,0.8,4/16/15,2015,2,4,466000,0.75,153832,349500,21208,9/1/15
lastminute.com - SCA - Hotel - OP - List Page,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,SCA,Hotel,On Page,1/16/15,2015,1,1,0.8,4/16/15,2015,2,4,665000,0.75,249459,498750,30264,9/1/15
lastminute.com - SCA - Hotel - XU - List Page,Installed Base,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,SCA,Hotel,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,2464222,1.00,1964326,2416735,156025,9/1/15
lastminute.com - SCA - Package - OP - List Page,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,SCA,Package,On Page,7/28/15,2015,3,7,0,10/26/15,2015,4,10,354816,0.10,2383,35482,0,9/1/15
lastminute.com - SCA - Package - XU,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,SCA,Package,Exit Unit,7/14/15,2015,3,7,0.3,10/12/15,2015,4,10,1071387,0.25,21142,214277,0,9/1/15
lastminute.com - SSN - Hotel - OP - Details Page,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,SSN,Hotel,On Page,4/15/15,2015,2,4,0.4,7/14/15,2015,3,7,237500,0.35,18298,83125,2052,9/1/15
lastminute.com - SSN - Hotel - OP - List Page,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,lastminute.com,lastminute.com,SSN,Hotel,On Page,3/16/15,2015,1,3,0.4,6/14/15,2015,2,6,835000,0.35,89095,292250,12121,9/1/15
LateRooms - PPA - Hotel - On Page,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,LateRooms,LateRooms,PPA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,4500000,0.75,2967748,3375000,287535,9/1/15
LateRooms - SSN - Hotel - On Page,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,LateRooms,LateRooms,SSN,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1800000,0.75,773203,1350000,74064,9/1/15
Liligo UK - SCA - Flight - iFC,Installed Base Growth,Europe,United Kingdom,Lite,Lynne Hamilton,eDreams Odigeo,Liligo UK,SCA,Flight,iFC,11/15/15,2015,4,11,0,2/13/16,2016,1,2,4000,0.10,0,400,0,9/1/15
Liligo US - SCA - Flight - iFC,Installed Base Growth,N. America,United States,Lite,Lynne Hamilton,eDreams Odigeo,Liligo US,SCA,Flight,iFC,10/18/15,2015,4,10,0,1/16/16,2016,1,1,3000,0.10,0,300,0,9/1/15
Liligo US - SCA - Flight - OP - List Page,Installed Base Growth,N. America,United States,Lite,Lynne Hamilton,eDreams Odigeo,Liligo US,SCA,Flight,On Page,5/16/15,2015,2,5,1,8/14/15,2015,3,8,5000,0.60,570,3000,100,9/1/15
Lowestfare.com - SCA - Flight - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline.com,Lowestfare.com,SCA,Flight,Search Form,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,920000,0.35,75688,322000,16533,9/1/15
LowFares.com - SCA - Car - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,LowFares.com,SCA,Car,Exit Unit,7/3/15,2015,3,7,0,10/1/15,2015,4,10,7488,0.10,57,599,0,9/1/15
LowFares.com - SCA - Hotel - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,LowFares.com,SCA,Hotel,Exit Unit,3/7/15,2015,1,3,0,6/5/15,2015,2,6,66497,0.10,1973,5320,313,9/1/15
LowFares.com - SCA - Package - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,LowFares.com,SCA,Package,Exit Unit,10/31/15,2015,4,10,0,1/29/16,2016,1,1,16624,0.10,0,1330,0,9/1/15
N. America Car SCA Lite Exit Unit,Installed Base,N. America,United States,Lite,n/a,Unnamed,Exit Unit,SCA,Car,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Car SCA Lite iFC,Installed Base,N. America,United States,Lite,n/a,Unnamed,iFC,SCA,Car,iFC,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Car SCA Lite MFI,Installed Base,N. America,United States,Lite,n/a,Unnamed,MFI,SCA,Car,MFI,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Car SCA Lite On-Page,Installed Base,N. America,United States,Lite,n/a,Unnamed,On-Page,SCA,Car,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Car SCA Lite Search Form,Installed Base,N. America,United States,Lite,n/a,Unnamed,Search Form,SCA,Car,Search Form,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Car SCA Strategic Exit Unit,Installed Base,N. America,United States,Strategic,n/a,Unnamed,Exit Unit,SCA,Car,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Car SCA Strategic iFC,Installed Base,N. America,United States,Strategic,n/a,Unnamed,iFC,SCA,Car,iFC,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Car SCA Strategic MFI,Installed Base,N. America,United States,Strategic,n/a,Unnamed,MFI,SCA,Car,MFI,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Car SCA Strategic On-Page,Installed Base,N. America,United States,Strategic,n/a,Unnamed,On-Page,SCA,Car,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Car SCA Strategic Search Form,Installed Base,N. America,United States,Strategic,n/a,Unnamed,Search Form,SCA,Car,Search Form,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Flights SCA Lite Exit Unit,Installed Base,N. America,United States,Lite,n/a,Unnamed,Exit Unit,SCA,Flight,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,117794,0.00,72697,80625,6604,9/1/15
N. America Flights SCA Lite iFC,Installed Base,N. America,United States,Lite,n/a,Unnamed,iFC,SCA,Flight,iFC,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Flights SCA Lite MFI,Installed Base,N. America,United States,Lite,n/a,Unnamed,MFI,SCA,Flight,MFI,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Flights SCA Lite On-Page,Installed Base,N. America,United States,Lite,n/a,Unnamed,On-Page,SCA,Flight,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,48281,0.00,37130,37130,3041,9/1/15
N. America Flights SCA Lite Search Form,Installed Base,N. America,United States,Lite,n/a,Unnamed,Search Form,SCA,Flight,Search Form,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Flights SCA Strategic Exit Unit,Installed Base,N. America,United States,Strategic,n/a,Unnamed,Exit Unit,SCA,Flight,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,13260,0.00,8183,9076,743,9/1/15
N. America Flights SCA Strategic iFC,Installed Base,N. America,United States,Strategic,n/a,Unnamed,iFC,SCA,Flight,iFC,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,762235,0.00,463936,225400,28550,9/1/15
N. America Flights SCA Strategic MFI,Installed Base,N. America,United States,Strategic,n/a,Unnamed,MFI,SCA,Flight,MFI,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Flights SCA Strategic On-Page,Installed Base,N. America,United States,Strategic,n/a,Unnamed,On-Page,SCA,Flight,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,1467363,0.00,1128442,1128442,92427,9/1/15
N. America Flights SCA Strategic Search Form,Installed Base,N. America,United States,Strategic,n/a,Unnamed,Search Form,SCA,Flight,Search Form,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Hotels SCA Lite Exit Unit,Installed Base,N. America,United States,Lite,n/a,Unnamed,Exit Unit,SCA,Hotel,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,11113,0.00,11264,11267,747,9/1/15
N. America Hotels SCA Lite iFC,Installed Base,N. America,United States,Lite,n/a,Unnamed,iFC,SCA,Hotel,iFC,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Hotels SCA Lite On-Page,Installed Base,N. America,United States,Lite,n/a,Unnamed,On-Page,SCA,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,1328,0.00,1062,1062,70,9/1/15
N. America Hotels SCA Lite Search Form,Installed Base,N. America,United States,Lite,n/a,Unnamed,Search Form,SCA,Hotel,Search Form,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Hotels SCA Strategic Exit Unit,Installed Base,N. America,United States,Strategic,n/a,Unnamed,Exit Unit,SCA,Hotel,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,759569,0.00,769910,770071,51056,9/1/15
N. America Hotels SCA Strategic iFC,Installed Base,N. America,United States,Strategic,n/a,Unnamed,iFC,SCA,Hotel,iFC,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,190493,0.00,171444,171444,11360,9/1/15
N. America Hotels SCA Strategic On-Page,Installed Base,N. America,United States,Strategic,n/a,Unnamed,On-Page,SCA,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,493683,0.00,394728,394728,26156,9/1/15
N. America Hotels SCA Strategic Search Form,Installed Base,N. America,United States,Strategic,n/a,Unnamed,Search Form,SCA,Hotel,Search Form,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Package SCA Lite Exit Unit,Installed Base,N. America,United States,Lite,n/a,Unnamed,Exit Unit,SCA,Package,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Package SCA Lite iFC,Installed Base,N. America,United States,Lite,n/a,Unnamed,iFC,SCA,Package,iFC,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Package SCA Lite MFI,Installed Base,N. America,United States,Lite,n/a,Unnamed,MFI,SCA,Package,MFI,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Package SCA Lite On-Page,Installed Base,N. America,United States,Lite,n/a,Unnamed,On-Page,SCA,Package,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Package SCA Lite Search Form,Installed Base,N. America,United States,Lite,n/a,Unnamed,Search Form,SCA,Package,Search Form,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
N. America Package SCA Strategic Exit Unit,Installed Base,N. America,United States,Strategic,n/a,Unnamed,Exit Unit,SCA,Package,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,9/1/15
